fips,county,state,pop2020,pw_lat,pw_lon,land_area_sqmi
17185,Wabash,Illinois,11361,38.431889,-87.788862,223.32303100804583
17187,Warren,Illinois,16835,40.890671,-90.636753,542.3840733384679
17189,Washington,Illinois,13761,38.360726,-89.395405,562.597243737926
17191,Wayne,Illinois,16179,38.408213,-88.421765,713.829678546285
17193,White,Illinois,13877,38.088921,-88.196465,494.98266499763974
17195,Whiteside,Illinois,55691,41.781958,-89.82525,684.099248239406
17197,Will,Illinois,696355,41.565502,-88.058558,835.8756801397054
17199,Williamson,Illinois,67153,37.754392,-88.976636,420.2100035895532
17201,Winnebago,Illinois,285350,42.308321,-89.060442,513.0496749654963
17203,Woodford,Illinois,38467,40.76916,-89.29163,527.5567778571772
18001,Adams,Indiana,35809,40.749532,-84.934318,338.9264578515768
18003,Allen,Indiana,385410,41.100842,-85.125233,657.3004302324771
18005,Bartholomew,Indiana,82208,39.215015,-85.905294,406.9396484603939
18007,Benton,Indiana,8719,40.576258,-87.291866,406.4174866038285
18009,Blackford,Indiana,12112,40.468109,-85.345621,165.08160958314207
18011,Boone,Indiana,70812,40.004643,-86.383249,422.8822513783664
18013,Brown,Indiana,15475,39.236665,-86.208688,311.9874747224226
18015,Carroll,Indiana,20306,40.579184,-86.601213,372.22464816643503
18017,Cass,Indiana,37870,40.747129,-86.338974,412.1441279512283
18019,Clark,Indiana,121093,38.373412,-85.732548,372.8294270045896
18021,Clay,Indiana,26466,39.469332,-87.123964,357.6003366285724
18023,Clinton,Indiana,33190,40.297795,-86.513556,405.0671854242605
18025,Crawford,Indiana,10526,38.315739,-86.422116,305.6132902478846
18027,Daviess,Indiana,33381,38.697526,-87.096158,429.4987342625291
18029,Dearborn,Indiana,50679,39.14676,-84.920533,305.0868283715789
18031,Decatur,Indiana,26472,39.320693,-85.493081,372.56778449071726
18033,DeKalb,Indiana,43265,41.377157,-85.034535,362.83253864049595
18035,Delaware,Indiana,111903,40.20524,-85.402908,392.10074983703305
18037,Dubois,Indiana,43637,38.35868,-86.915674,427.26696339930305
18039,Elkhart,Indiana,207047,41.637245,-85.905688,463.1605165940318
18041,Fayette,Indiana,23398,39.64037,-85.147252,215.02090100328687
18043,Floyd,Indiana,80484,38.32223,-85.857888,148.48180557863643
18045,Fountain,Indiana,16479,40.14941,-87.274375,395.6675847442404
18047,Franklin,Indiana,22785,39.398519,-85.070967,384.4258115146328
18049,Fulton,Indiana,20480,41.059339,-86.217151,368.3929444757181
18051,Gibson,Indiana,33011,38.305848,-87.549447,487.38334555520413
18053,Grant,Indiana,66674,40.525256,-85.644184,414.088569310073
18055,Greene,Indiana,30803,39.052523,-86.994152,542.4673173499627
18057,Hamilton,Indiana,347467,40.001506,-86.057612,394.3804270977908
18059,Hancock,Indiana,79840,39.815247,-85.829626,305.9570640268306
18061,Harrison,Indiana,39654,38.234174,-86.098168,484.10377683162415
18063,Hendricks,Indiana,174788,39.773147,-86.41108,406.8935254687328
18065,Henry,Indiana,48914,39.928844,-85.403738,391.87744881191753
18067,Howard,Indiana,83658,40.470296,-86.133562,293.07416241381895
18069,Huntington,Indiana,36662,40.869855,-85.486182,382.6515269214885
18071,Jackson,Indiana,46428,38.928711,-85.936294,509.97781182864196
18073,Jasper,Indiana,32918,41.082454,-87.150606,559.6796925063876
18075,Jay,Indiana,20478,40.430767,-85.028696,383.90528518681117
18077,Jefferson,Indiana,33147,38.758699,-85.433151,360.65195758755823
18079,Jennings,Indiana,27613,39.005508,-85.649705,376.5972207494034
18081,Johnson,Indiana,161765,39.555913,-86.115187,320.41488252237576
18083,Knox,Indiana,36282,38.699306,-87.454832,515.8266058603643
18085,Kosciusko,Indiana,80240,41.267835,-85.830509,531.445982970169
18087,LaGrange,Indiana,40446,41.632874,-85.467264,379.62965745043516
18089,Lake,Indiana,498700,41.518998,-87.407505,498.827620872746
18091,LaPorte,Indiana,112417,41.632279,-86.791226,598.2866241806802
18093,Lawrence,Indiana,45011,38.847818,-86.495942,449.1458854612271
18095,Madison,Indiana,130129,40.113496,-85.7088,451.92107310484914
18097,Marion,Indiana,977203,39.788896,-86.136268,396.61233657169186
18099,Marshall,Indiana,46095,41.347653,-86.272256,443.61979368314553
18101,Martin,Indiana,9812,38.679659,-86.850513,335.7605066380015
18103,Miami,Indiana,35962,40.729384,-86.076111,373.8422386039448
18105,Monroe,Indiana,139718,39.162275,-86.538570000000007,394.5218671293437
18107,Montgomery,Indiana,37936,40.034526,-86.90058,504.64720357345584
18109,Morgan,Indiana,71780,39.512934,-86.399124,403.8330724228692
18111,Newton,Indiana,13830,40.999168,-87.38049,401.75467330620296
18113,Noble,Indiana,47457,41.415849,-85.388959,410.845801141535
18115,Ohio,Indiana,5940,38.954376,-84.909987,86.14974838629665
18117,Orange,Indiana,19867,38.562253,-86.495955,398.378569776523
18119,Owen,Indiana,21321,39.314578,-86.798175,385.29484755047775
18121,Parke,Indiana,16156,39.757908,-87.225163,444.7210666924645
18123,Perry,Indiana,19170,38.008616,-86.705505,381.7401188764531
18125,Pike,Indiana,12250,38.427019,-87.233088,334.3033281338114
18127,Porter,Indiana,173215,41.513979,-87.104333,418.1130043874989
18129,Posey,Indiana,25222,38.012717,-87.819868,409.38494771699936
18131,Pulaski,Indiana,12514,41.051366,-86.684796,433.6748904997869
18133,Putnam,Indiana,36726,39.646449,-86.834304,480.5372975245049
18135,Randolph,Indiana,24502,40.169491,-84.996903,452.37920957096594
18137,Ripley,Indiana,28995,39.160663,-85.219308,446.42332508622985
18139,Rush,Indiana,16752,39.62209,-85.475672,408.1367493227604
18141,St. Joseph,Indiana,272912,41.67642,-86.227079,457.7767127278434
18143,Scott,Indiana,24384,38.697942,-85.764092,190.40251308335158
18145,Shelby,Indiana,45055,39.535011,-85.790065,411.13570826392714
18147,Spencer,Indiana,19810,38.019216,-87.009078,396.881608464218
18149,Starke,Indiana,23371,41.281734,-86.632742,309.1442041407673
18151,Steuben,Indiana,34435,41.650003,-85.010961,308.78022524975995
18153,Sullivan,Indiana,20817,39.103793,-87.393185,447.17226945107484
18155,Switzerland,Indiana,9737,38.816976,-85.023673,220.66751688678602
18157,Tippecanoe,Indiana,186251,40.418699,-86.886959,498.9070972993772
18159,Tipton,Indiana,15359,40.307543,-86.051278,260.5408092008577
18161,Union,Indiana,7087,39.618364,-84.919464,161.19011063722607
18163,Vanderburgh,Indiana,180136,37.998233,-87.549603,233.40121086501824
18165,Vermillion,Indiana,15439,39.759924,-87.439022,256.86424599068914
18167,Vigo,Indiana,106153,39.460456,-87.386916,403.6209795573154
18169,Wabash,Indiana,30976,40.855768,-85.80421,412.53900273696627
18171,Warren,Indiana,8440,40.312721,-87.325412,364.69045334729356
18173,Warrick,Indiana,63898,38.011051,-87.355616,384.8431099554353
18175,Washington,Indiana,28182,38.573362,-86.084553,513.6873168888795
18177,Wayne,Indiana,66553,39.843304,-84.948672,401.75445824730065
18179,Wells,Indiana,28180,40.770773,-85.192988,368.08712415285953
18181,White,Indiana,24688,40.753581,-86.809953,505.1389594989299
18183,Whitley,Indiana,34191,41.16305,-85.478007,335.5683296939923
19001,Adair,Iowa,7496,41.347726,-94.478337,569.2706446440019
19003,Adams,Iowa,3704,41.007205,-94.708824,423.43293074036546
19005,Allamakee,Iowa,14061,43.252971,-91.42476,639.0437217103673
19007,Appanoose,Iowa,12317,40.741265,-92.864741,497.2987702248564
19009,Audubon,Iowa,5674,41.675888,-94.925428,442.96132811204296
19011,Benton,Iowa,25575,42.063318,-92.013283,716.1022399442598
19013,Black Hawk,Iowa,131144,42.490207,-92.37179,565.7567300569577
19015,Boone,Iowa,26715,42.026222,-93.892211,570.4855328467125
19017,Bremer,Iowa,24988,42.740346,-92.380697,435.479056311189
19019,Buchanan,Iowa,20565,42.48513,-91.901131,571.0785726348373
19021,Buena Vista,Iowa,20823,42.676707,-95.184296,574.8991129538429
19023,Butler,Iowa,14334,42.701602,-92.758281,580.138118471903
19025,Calhoun,Iowa,9927,42.39777,-94.623179,569.8460824208186
19027,Carroll,Iowa,20760,42.039462,-94.867701,569.4532744399356
19029,Cass,Iowa,13127,41.366511,-94.977692,564.2583652633062
19031,Cedar,Iowa,18505,41.756011,-91.140408,579.4616296520373
19033,Cerro Gordo,Iowa,43127,43.135216,-93.246108,568.2998865195563
19035,Cherokee,Iowa,11658,42.751225,-95.591928,576.9065638683569
19037,Chickasaw,Iowa,12012,43.038731,-92.342847,504.3237878030259
19039,Clarke,Iowa,9748,41.034767,-93.783479,431.1114787318464
19041,Clay,Iowa,16384,43.127358,-95.159344,567.2379187099821
19043,Clayton,Iowa,17043,42.860684,-91.321147,778.4962321699617
19045,Clinton,Iowa,46460,41.852141,-90.341168,694.9586710650962
19047,Crawford,Iowa,16525,42.026692,-95.357436,714.1984200074186
19049,Dallas,Iowa,99678,41.630722,-93.900543,588.2960736835198
19051,Davis,Iowa,9110,40.762546,-92.418316,502.18837722772406
19053,Decatur,Iowa,7645,40.7123,-93.817156,531.8825220398406
19055,Delaware,Iowa,17488,42.48163,-91.383936,577.6835014119042
19057,Des Moines,Iowa,38910,40.83528,-91.143256,416.12902732592084
19059,Dickinson,Iowa,17703,43.38895,-95.134559,380.53246005055985
19061,Dubuque,Iowa,99266,42.493173,-90.762214,608.299308370184
19063,Emmet,Iowa,9388,43.395995,-94.75827,395.88958769389876
19065,Fayette,Iowa,19509,42.821543,-91.855739,730.8167661819884
19067,Floyd,Iowa,15627,43.075228,-92.751434,500.57060802491486
19069,Franklin,Iowa,10019,42.754609,-93.239282,581.9719446511282
19071,Fremont,Iowa,6605,40.753741,-95.616798,511.1676806114759
19073,Greene,Iowa,8771,42.029106,-94.379863,569.5578386265256
19075,Grundy,Iowa,12329,42.38048,-92.747282,501.85546874962296
19077,Guthrie,Iowa,10623,41.665841,-94.427696,590.6037557060446
19079,Hamilton,Iowa,15039,42.406603,-93.767427,576.7306537943914
19081,Hancock,Iowa,10795,43.092315,-93.702667,571.0045730673259
19083,Hardin,Iowa,16878,42.436346,-93.217038,569.3068745400534
19085,Harrison,Iowa,14582,41.662599,-95.804583,696.8743458826149
19087,Henry,Iowa,20482,40.977985,-91.536884,434.28778288870217
19089,Howard,Iowa,9469,43.361965,-92.229351,473.2465127031027
19091,Humboldt,Iowa,9597,42.746569,-94.216619,434.37187748325226
19093,Ida,Iowa,7005,42.393275,-95.505465,431.5133087618692
19095,Iowa,Iowa,16662,41.701018,-92.039155,586.4550818343332
19097,Jackson,Iowa,19485,42.141479,-90.567662,636.0434330333663
19099,Jasper,Iowa,37813,41.678059,-93.07144,730.4261709525763
19101,Jefferson,Iowa,15663,41.012603,-91.965861,435.524158834845
19103,Johnson,Iowa,152854,41.683586,-91.561276,612.9973295514473
19105,Jones,Iowa,20646,42.138136,-91.200472,575.6183818928806
19107,Keokuk,Iowa,10033,41.324433,-92.175248,579.1751731246364
19109,Kossuth,Iowa,14828,43.143301,-94.221432,972.7310331165961
19111,Lee,Iowa,33555,40.560697,-91.397062,517.5500821121531
19113,Linn,Iowa,230299,42.008474,-91.648394,717.0585300486186
19115,Louisa,Iowa,10837,41.225335,-91.262686,401.7766710905866
19117,Lucas,Iowa,8634,41.022123,-93.312466,430.6808435502818
19119,Lyon,Iowa,11934,43.385476,-96.227291,587.609362036801
19121,Madison,Iowa,16548,41.348667,-93.98679,561.0060696379028
19123,Mahaska,Iowa,22190,41.311761,-92.642105,570.8513947579474
19125,Marion,Iowa,33414,41.357267,-93.041728,554.49022659799
19127,Marshall,Iowa,40105,42.030436,-92.938199,572.5030413363559
19129,Mills,Iowa,14484,41.050907,-95.693715,437.4307726069059
19131,Mitchell,Iowa,10565,43.334549,-92.806056,469.25629013794975
19133,Monona,Iowa,8751,42.062617,-95.988925,694.0723279999922
19135,Monroe,Iowa,7577,41.03376,-92.825189,433.7070636204581
19137,Montgomery,Iowa,10330,41.009252,-95.169693,424.0968391935977
19139,Muscatine,Iowa,43235,41.465515,-91.077753,437.440031336669
19141,O'Brien,Iowa,14182,43.129233,-95.69531,573.0350464813524
19143,Osceola,Iowa,6192,43.387203,-95.680981,398.6866962875749
19145,Page,Iowa,15211,40.746972,-95.18734,534.9436303010673
19147,Palo Alto,Iowa,8996,43.101085,-94.688525,563.8638059230318
19149,Plymouth,Iowa,25698,42.748026,-96.20304,862.8283845673717
19151,Pocahontas,Iowa,7078,42.744041,-94.706993,577.2409553648491
19153,Polk,Iowa,492401,41.630968,-93.640165,572.3995103591421
19155,Pottawattamie,Iowa,93667,41.278446,-95.79385,951.2676585221853
19157,Poweshiek,Iowa,18662,41.712451,-92.624939,584.923597969722
19159,Ringgold,Iowa,4663,40.737978,-94.237097,535.4975729985108
19161,Sac,Iowa,9814,42.37525,-95.089609,575.0220231706006
19163,Scott,Iowa,174669,41.5647,-90.562678,458.0961304104211
19165,Shelby,Iowa,11746,41.662625,-95.32328,590.7789773598613
19167,Sioux,Iowa,35872,43.080798,-96.167993,767.9114291377964
19169,Story,Iowa,98537,42.025132,-93.604948,572.5441546525092
19171,Tama,Iowa,17135,42.062414,-92.544134,721.011224642263
19173,Taylor,Iowa,5896,40.753586,-94.679839,531.901622127524
19175,Union,Iowa,12138,41.054759,-94.318334,423.64511163721136
19177,Van Buren,Iowa,7203,40.744224,-91.942474,484.79207651652115
19179,Wapello,Iowa,35437,41.01642,-92.418899,431.8424125892995
19181,Warren,Iowa,52403,41.40685,-93.595647,569.658369589967
19183,Washington,Iowa,22565,41.365129,-91.69418,568.828300914478
19185,Wayne,Iowa,6497,40.733313,-93.304108,525.4686489661144
19187,Webster,Iowa,36999,42.481229,-94.179496,715.7063334935542
19189,Winnebago,Iowa,10679,43.341507,-93.663913,400.4890802375151
19191,Winneshiek,Iowa,20070,43.281109,-91.813207,689.835837508922
19193,Woodbury,Iowa,105941,42.483312,-96.345995,872.8962632187528
19195,Worth,Iowa,7443,43.369396,-93.250437,400.1234310685697
19197,Wright,Iowa,12943,42.732976,-93.756305,580.4120309262732
20001,Allen,Kansas,12526,37.896944,-95.369306,500.29736816050485
20003,Anderson,Kansas,7836,38.251802,-95.263224,579.6412744921829
20005,Atchison,Kansas,16348,39.555375,-95.179193,431.1743944646912
20007,Barber,Kansas,4228,37.211912,-98.557723,1134.075005077919
20009,Barton,Kansas,25493,38.396456,-98.75829,895.257168960517
20011,Bourbon,Kansas,14360,37.845974,-94.749672,635.4610805529915
20013,Brown,Kansas,9508,39.805025,-95.551801,570.8713751585524
20015,Butler,Kansas,67380,37.725409,-96.99849,1429.7065244056275
20017,Chase,Kansas,2572,38.358225,-96.558338,773.0532670283186
20019,Chautauqua,Kansas,3379,37.115752,-96.228059,638.8809769478054
20021,Cherokee,Kansas,19362,37.114832,-94.751725,587.566801223655
20023,Cheyenne,Kansas,2616,39.769323,-101.738091,1019.8895936244279
20025,Clark,Kansas,1991,37.295814,-99.886429,974.6377986268053
20027,Clay,Kansas,8117,39.354338,-97.122448,645.2984288024396
20029,Cloud,Kansas,9032,39.53486,-97.635801,715.3417592330183
20031,Coffey,Kansas,8360,38.249077,-95.741609,626.884699096167
20033,Comanche,Kansas,1689,37.233664,-99.373213,788.2974756204576
20035,Cowley,Kansas,34549,37.17461,-96.99836,1125.7380525194767
20037,Crawford,Kansas,38972,37.438265,-94.729385,589.7707607622956
20039,Decatur,Kansas,2764,39.804239,-100.484373,893.5173578847048
20041,Dickinson,Kansas,18402,38.886002,-97.152074,847.0677342221467
20043,Doniphan,Kansas,7510,39.787452,-95.071424,393.478907129037
20045,Douglas,Kansas,118785,38.942493,-95.254186,455.7658386315913
20047,Edwards,Kansas,2907,37.913198,-99.352782,621.8944553378665
20049,Elk,Kansas,2483,37.423675,-96.239085,644.2642487652192
20051,Ellis,Kansas,28934,38.882206,-99.330542,899.9123532655909
20053,Ellsworth,Kansas,6376,38.725437,-98.268058,715.5751243969996
20055,Finney,Kansas,38470,37.977246,-100.863047,1301.9974257719662
20057,Ford,Kansas,34287,37.753005,-99.995523,1098.270772370457
20059,Franklin,Kansas,25996,38.603542,-95.260357,571.7718155856708
20061,Geary,Kansas,36739,39.040483,-96.838824,384.6591820840444
20063,Gove,Kansas,2718,39.047079,-100.377754,1071.6659011998322
20065,Graham,Kansas,2415,39.358244,-99.855627,898.526848449509
20067,Grant,Kansas,7352,37.580299,-101.351338,574.8080295241201
20069,Gray,Kansas,5653,37.724149,-100.412286,868.8673763834383
20071,Greeley,Kansas,1284,38.483553,-101.758084,778.4043097402482
20073,Greenwood,Kansas,6016,37.861919,-96.224613,1143.3039497621478
20075,Hamilton,Kansas,2518,37.98058,-101.760582,996.51358167818
20077,Harper,Kansas,5485,37.215327,-98.049879,801.2740857717683
20079,Harvey,Kansas,34024,38.046143,-97.385867,539.7558280682609
20081,Haskell,Kansas,3780,37.495004,-100.890211,577.5210330984879
20083,Hodgeman,Kansas,1723,38.085859,-99.860131,859.9920367974199
20085,Jackson,Kansas,13232,39.402317,-95.752833999999993,656.2193634935259
20087,Jefferson,Kansas,18368,39.210953,-95.397523,532.6257667646204
20089,Jewell,Kansas,2932,39.777617,-98.198892,909.9708060049743
20091,Johnson,Kansas,609863,38.924919,-94.740299,473.62367543841737
20093,Kearny,Kansas,3983,37.951539,-101.24168,870.5432477834812
20095,Kingman,Kansas,7470,37.610273,-98.098011,863.4190706767376
20097,Kiowa,Kansas,2460,37.595999,-99.252339,722.6395363645125
20099,Labette,Kansas,20184,37.259841,-95.262384,645.3932002799812
20101,Lane,Kansas,1574,38.504038,-100.483419,717.4087837800923
20103,Leavenworth,Kansas,81881,39.23513,-94.959527,463.40689919229015
20105,Lincoln,Kansas,2939,39.035019,-98.186201,719.3958535199608
20107,Linn,Kansas,9591,38.239619,-94.800976,594.0809905880225
20109,Logan,Kansas,2762,39.095504,-100.926327,1072.9932358647006
20111,Lyon,Kansas,32179,38.416221,-96.17907,847.4781075346327
20113,McPherson,Kansas,30223,38.382645,-97.646719,898.2849847909148
20115,Marion,Kansas,11823,38.324754,-97.127529,944.2988238274191
20117,Marshall,Kansas,10038,39.800328,-96.573926,900.1780857596293
20119,Meade,Kansas,4055,37.292243,-100.396872,978.0826356766557
20121,Miami,Kansas,34191,38.595195,-94.83105,575.8787251729893
20123,Mitchell,Kansas,5796,39.45426,-98.175033,701.7919981879762
20125,Montgomery,Kansas,31486,37.143443,-95.693873,643.5937209765801
20127,Morris,Kansas,5386,38.694354,-96.58085,695.342672827946
20129,Morton,Kansas,2701,37.043232,-101.840026,729.7306210413453
20131,Nemaha,Kansas,10273,39.829395,-95.96626,717.4272062584874
20133,Neosho,Kansas,15904,37.623786,-95.396134,571.4812652170824
20135,Ness,Kansas,2687,38.488254,-99.897744,1074.739387124059
20137,Norton,Kansas,5459,39.82351,-99.876765,878.0436903241228
20139,Osage,Kansas,15766,38.699173,-95.713137,705.5064565528064
20141,Osborne,Kansas,3500,39.425897,-98.705316,892.5156529000436
20143,Ottawa,Kansas,5735,39.096393,-97.682422,720.7304040480711
20145,Pawnee,Kansas,6253,38.179763,-99.146958,754.2627857855301
20147,Phillips,Kansas,4981,39.759487,-99.348621,885.8711077248922
20149,Pottawatomie,Kansas,25348,39.251723,-96.332282,840.7399488023133
20151,Pratt,Kansas,9157,37.6448,-98.730599,735.0384901960033
20153,Rawlins,Kansas,2561,39.807173,-101.050348,1069.416379675967
20155,Reno,Kansas,61898,38.051646,-97.931942,1255.3076871074902
20157,Republic,Kansas,4674,39.817924,-97.659071,717.3772172259123
20159,Rice,Kansas,9427,38.320405,-98.199874,726.2334891568287
20161,Riley,Kansas,71959,39.190165,-96.632706,609.685297744475
20163,Rooks,Kansas,4919,39.321747,-99.314061,890.5269429982055
20165,Rush,Kansas,2956,38.527826,-99.281206,717.7629703481535
20167,Russell,Kansas,6691,38.904218,-98.830652,886.2599983132742
20169,Saline,Kansas,54303,38.814764,-97.605554,720.2462944897458
20171,Scott,Kansas,5151,38.481574,-100.913143,717.5850849755445
20173,Sedgwick,Kansas,523824,37.680269,-97.34439,996.9357399868527
20175,Seward,Kansas,21964,37.051086,-100.918735,639.652861186301
20177,Shawnee,Kansas,178909,39.034789,-95.706417,544.0257148516408
20179,Sheridan,Kansas,2447,39.368138,-100.463405,895.9571262278884
20181,Sherman,Kansas,5927,39.350878,-101.726045,1056.0640179927314
20183,Smith,Kansas,3570,39.770601,-98.805608,895.4642567837889
20185,Stafford,Kansas,4072,38.005058,-98.733831,792.0460129062137
20187,Stanton,Kansas,2084,37.565287,-101.757372,680.3519213839171
20189,Stevens,Kansas,5250,37.187133,-101.322543,727.2596807403877
20191,Sumner,Kansas,22382,37.303365,-97.406786,1181.667850977123
20193,Thomas,Kansas,7930,39.384656,-101.050191,1074.6864505876053
20195,Trego,Kansas,2808,39.003748,-99.881416,889.4741034158648
20197,Wabaunsee,Kansas,6877,38.989695,-96.178582,794.3360265078592
20199,Wallace,Kansas,1512,38.885844,-101.761616,913.6521808202433
20201,Washington,Kansas,5530,39.779332,-97.048861,894.7586759384776
20203,Wichita,Kansas,2152,38.494575,-101.349645,718.5663091712031
20205,Wilson,Kansas,8624,37.511463,-95.739717,570.421824060034
20207,Woodson,Kansas,3115,37.876071,-95.735035,497.8186320708631
20209,Wyandotte,Kansas,169245,39.106038,-94.712818,151.63752276839602
21001,Adair,Kentucky,18903,37.107461,-85.27965,405.28795554972646
21003,Allen,Kentucky,20588,36.750241,-86.210149,344.34087730232864
21005,Anderson,Kentucky,23852,38.02799,-84.925693,202.1677910328322
21007,Ballard,Kentucky,7728,37.043623,-88.976992,246.92733628031985
21009,Barren,Kentucky,44485,36.995285,-85.932182,487.5850403035248
21011,Bath,Kentucky,12750,38.138475,-83.7406,278.79719378325643
21013,Bell,Kentucky,24097,36.680825,-83.70439,359.07481945930635
21015,Boone,Kentucky,135968,38.984893,-84.678985,246.28798044945466
21017,Bourbon,Kentucky,20252,38.203999,-84.246703,289.7464216544222
21019,Boyd,Kentucky,48261,38.432179,-82.666251,159.86720688072967
21021,Boyle,Kentucky,30614,37.637853,-84.796823,180.34991481099888
21023,Bracken,Kentucky,8400,38.701217,-84.072685,202.7165719305175
21025,Breathitt,Kentucky,13718,37.518699,-83.377385,492.416460166684
21027,Breckinridge,Kentucky,20432,37.769799,-86.408122,569.8089173853389
21029,Bullitt,Kentucky,82217,38.023787,-85.651771,297.05210422761365
21031,Butler,Kentucky,12371,37.217537,-86.677714,426.0915244124422
21033,Caldwell,Kentucky,12649,37.125484,-87.878812,344.79001102441356
21035,Calloway,Kentucky,37103,36.621007,-88.30609,385.0306146772234
21037,Campbell,Kentucky,93076,39.032376,-84.439251,151.33991715506372
21039,Carlisle,Kentucky,4826,36.855639,-88.946346,189.43997932098617
21041,Carroll,Kentucky,10810,38.669245,-85.140741,128.67771157451375
21043,Carter,Kentucky,26627,38.314087,-83.034886,409.49712429374824
21045,Casey,Kentucky,15941,37.301616,-84.925995,444.2388482625119
21047,Christian,Kentucky,72748,36.80904,-87.477832,717.5099950555372
21049,Clark,Kentucky,36972,37.986421,-84.182808,252.48730427569416
21051,Clay,Kentucky,20345,37.168974,-83.750091,469.29654090188086
21053,Clinton,Kentucky,9253,36.715915,-85.13447,197.25023255029538
21055,Crittenden,Kentucky,8990,37.33223,-88.095012,359.96320577703347
21057,Cumberland,Kentucky,5888,36.782421,-85.389733,305.19563697919835
21059,Daviess,Kentucky,103312,37.747426,-87.095079,458.39122095429235
21061,Edmonson,Kentucky,12126,37.192292,-86.253259,302.8849429737344
21063,Elliott,Kentucky,7354,38.122978,-83.108689,234.31864326203413
21065,Estill,Kentucky,14163,37.707053,-83.991846,253.0938066738847
21067,Fayette,Kentucky,322570,38.020293,-84.49441,283.63740557866885
21069,Fleming,Kentucky,15082,38.388852,-83.709683,348.54506262578946
21071,Floyd,Kentucky,35942,37.558551,-82.7396,393.2939105268711
21073,Franklin,Kentucky,51541,38.195361,-84.867165,207.84350589161585
21075,Fulton,Kentucky,6515,36.538105,-89.037115,205.92834034284428
21077,Gallatin,Kentucky,8690,38.764935,-84.841609,98.36379982454824
21079,Garrard,Kentucky,16953,37.650333,-84.575237,230.10892470853855
21081,Grant,Kentucky,24941,38.689224,-84.602905,257.9771317946321
21083,Graves,Kentucky,36649,36.742207,-88.650736,551.7535005208963
21085,Grayson,Kentucky,26420,37.471252,-86.30457,499.9284722585078
21087,Green,Kentucky,11107,37.265986,-85.538884,286.05202979097845
21089,Greenup,Kentucky,35962,38.55436,-82.809161,344.462123804885
21091,Hancock,Kentucky,9095,37.868547,-86.805118,187.67324379724664
21093,Hardin,Kentucky,110702,37.743564,-85.915853,623.3958189869837
21095,Harlan,Kentucky,26831,36.866097,-83.2338,465.830763215357
21097,Harrison,Kentucky,18692,38.414072,-84.314294,306.4123448813825
21099,Hart,Kentucky,19288,37.280435,-85.88777,412.56410401050067
21101,Henderson,Kentucky,44793,37.817983,-87.564508,436.3262741001541
21103,Henry,Kentucky,15678,38.4314,-85.180752,286.29486990193175
21105,Hickman,Kentucky,4521,36.664413,-88.956556,242.2744593217457
21107,Hopkins,Kentucky,45423,37.308856,-87.52201,542.0841850891741
21109,Jackson,Kentucky,12955,37.400575,-83.992381,345.1951677106348
21111,Jefferson,Kentucky,782969,38.201451,-85.686227,380.80164854501976
21113,Jessamine,Kentucky,52991,37.886869,-84.585371,172.16761778879365
21115,Johnson,Kentucky,22680,37.830575,-82.817074,261.9645195977367
21117,Kenton,Kentucky,169064,39.011065,-84.549073,160.29060882445518
21119,Knott,Kentucky,14251,37.328988,-82.942351,351.5180546523822
21121,Knox,Kentucky,30193,36.902733,-83.921054,386.30685412683226
21123,Larue,Kentucky,14867,37.542807,-85.723159,261.55335632023423
21125,Laurel,Kentucky,62613,37.091997,-84.087505,433.98871587869957
21127,Lawrence,Kentucky,16293,38.081027,-82.677508,415.5956611708152
21129,Lee,Kentucky,7395,37.590698,-83.702693,208.85892020562213
21131,Leslie,Kentucky,10513,37.115702,-83.376004,400.88723418888594
21133,Letcher,Kentucky,21548,37.146816,-82.807202,337.9303544370326
21135,Lewis,Kentucky,13080,38.564104,-83.350474,482.8403872479554
21137,Lincoln,Kentucky,24275,37.473364,-84.670402,332.843405215478
21139,Livingston,Kentucky,8888,37.133064,-88.351386,313.26887558568757
21141,Logan,Kentucky,27432,36.859958,-86.862831,552.2125744430541
21143,Lyon,Kentucky,8680,37.065485,-88.079475,213.84214462667939
21145,McCracken,Kentucky,67875,37.0493,-88.649871,248.72399433524814
21147,McCreary,Kentucky,16888,36.713019,-84.447417,426.80377246982806
21149,McLean,Kentucky,9152,37.51554,-87.221398,252.52664229412235
21151,Madison,Kentucky,92701,37.70685,-84.286707,437.35658886866474
21153,Magoffin,Kentucky,11637,37.733397,-83.057067,308.4441962940131
21155,Marion,Kentucky,19581,37.570127,-85.28442,343.0463034056168
21157,Marshall,Kentucky,31659,36.897003,-88.34,302.2070000931394
21159,Martin,Kentucky,11287,37.835468,-82.516965,229.61834446413735
21161,Mason,Kentucky,17120,38.616511,-83.789096,240.12637996241614
21163,Meade,Kentucky,30003,37.934417,-86.134606,305.44298907997694
21165,Menifee,Kentucky,6113,37.945275,-83.595979,203.58518518449878
21167,Mercer,Kentucky,22641,37.785035,-84.84891,249.06410284640265
21169,Metcalfe,Kentucky,10286,36.990976,-85.64095,289.64075476006724
21171,Monroe,Kentucky,11338,36.707799,-85.723364,329.43042699914173
21173,Montgomery,Kentucky,28114,38.037988,-83.918227,197.3504739371178
21175,Morgan,Kentucky,13726,37.914473,-83.268972,381.1269369109189
21177,Muhlenberg,Kentucky,30928,37.238076,-87.146244,467.3579289134266
21179,Nelson,Kentucky,46738,37.820783,-85.4595,417.5227773535995
21181,Nicholas,Kentucky,7537,38.324558,-84.022987,195.16149940935443
